fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
15/07/2020,https://medium.com/@sarit-maitra,6 min read,Deterministic Modeling: Linear Optimization With Applications,Production planning optimization using LP,61,0 responses,https://medium.com/swlh/deterministic-modeling-linear-optimization-with-applications-ecbd7587e4c?source=collection_archive---------38-----------------------
15/07/2020,https://medium.com/@jabernall24,1 min read,Variadic Functions in Swift,What is a variadic function?,167,0 responses,https://medium.com/swlh/variadic-functions-in-swift-ce6b50620791?source=collection_archive---------39-----------------------
15/07/2020,https://medium.com/@doyouknowlanasa,6 min read,Are Drive-In Theaters Making Their Heroic Return?,"Nostalgia is great for entertainment, but maybe not…",159,2 responses,https://medium.com/swlh/are-drive-in-theaters-making-their-heroic-return-afa7708d59ae?source=collection_archive---------40-----------------------
15/07/2020,https://medium.com/@Mazin_Hussain,8 min read,Can Facebook Fix Its Biggest Problem? The Advertisers Want to Know,-,224,1 response,https://medium.com/swlh/can-facebook-fix-its-biggest-problem-the-advertisers-want-to-know-31d52f51f730?source=collection_archive---------41-----------------------
15/07/2020,https://medium.com/@gabroun,2 min read,How to Verify a Gatsby Site in Search Console,"In this post, I will be talking about verifying gatsby…",62,0 responses,https://medium.com/swlh/how-to-verify-a-gatsby-site-in-search-console-dfa8bbff546a?source=collection_archive---------42-----------------------
15/07/2020,https://medium.com/@pierre-jambet,7 min read,Parallel Validation for Railway Oriented Programming in Scala,A followup to the previous post about…,51,0 responses,https://medium.com/swlh/parallel-validation-for-railway-oriented-programming-in-scala-fc5b96fc33ca?source=collection_archive---------43-----------------------
15/07/2020,https://medium.com/@gili842,4 min read,Typescript Generics — Quick Intro,-,431,0 responses,https://medium.com/swlh/typescript-generics-quick-intro-d20fbf8936c1?source=collection_archive---------44-----------------------
15/07/2020,https://medium.com/@akshay4570,8 min read,Multiple Linear Regression,Introduction,190,0 responses,https://medium.com/swlh/multiple-linear-regression-3c516f86067d?source=collection_archive---------45-----------------------
15/07/2020,https://medium.com/@adityakumarwriting,9 min read,Is It Time to Get Rid of the Electoral College?,-,141,2 responses,https://medium.com/swlh/is-it-time-to-get-rid-of-the-electoral-college-47cdce87eb88?source=collection_archive---------46-----------------------
15/07/2020,https://medium.com/@vinitraut111,4 min read,Introduction to Linked List,-,64,0 responses,https://medium.com/swlh/introduction-to-linked-list-95bd59262b6d?source=collection_archive---------47-----------------------
15/07/2020,https://medium.com/@frameload,5 min read,Why High-Quality Photos Are Important to Your Business,-,69,1 response,https://medium.com/swlh/why-high-quality-photos-are-important-to-your-business-739aed2e88a7?source=collection_archive---------48-----------------------
15/07/2020,https://medium.com/@stereopickle,5 min read,Understanding Art Through Art Description Data,Preprocessing Art Description Data Using Python,159,0 responses,https://medium.com/swlh/understanding-art-through-art-description-data-part-1-2682e899dfe5?source=collection_archive---------49-----------------------
15/07/2020,https://medium.com/@salilkjain,5 min read,Common Elements Between Two Lists,-,50,0 responses,https://medium.com/swlh/common-elements-between-two-lists-53cc8588fec8?source=collection_archive---------50-----------------------
15/07/2020,https://medium.com/@seancrosslind,5 min read,Creative Career Advice for People With Mental Health Disorder,Advice on having diverse income streams…,65,1 response,https://medium.com/swlh/creative-career-advice-for-people-with-mental-health-disorders-a559dc92a52?source=collection_archive---------51-----------------------
15/07/2020,https://medium.com/@chuckpryorjr,3 min read,Cross-Validation on Regression Models,-,52,0 responses,https://medium.com/swlh/cross-validation-on-regression-models-e98187c710c?source=collection_archive---------52-----------------------
15/07/2020,https://medium.com/@kaitlynbadger,5 min read,Step by Step: How to Name Your Business,-,56,0 responses,https://medium.com/swlh/step-by-step-how-to-name-your-business-c5f36a6cf304?source=collection_archive---------53-----------------------
15/07/2020,https://medium.com/@teresamdouglas,5 min read,Every Worker Deserves a COVID-19 Participation Trophy,But only some should get a COVID pass,152,0 responses,https://medium.com/swlh/every-worker-deserves-a-covid-19-participation-trophy-7050b6b678e1?source=collection_archive---------54-----------------------
15/07/2020,https://medium.com/@tapaan,4 min read,Google Voice Match Feature — Give Your Identity a Voice,-,100,0 responses,https://medium.com/swlh/google-voice-match-feature-give-your-identity-a-voice-bc3ace01e448?source=collection_archive---------55-----------------------
15/07/2020,https://medium.com/@thenichemarketer,5 min read,How a Johnny Cash Producer Changed My Career and Changed My Life,I Was Lucky Enough to Get This Advice as a Punk 19-Year-Old,167,2 responses,https://medium.com/swlh/how-a-johnny-cash-producer-changed-my-career-and-changed-my-life-1d06f666818?source=collection_archive---------56-----------------------
15/07/2020,https://medium.com/@elizabethmjoneswrites,7 min read,Use Your Intuition to Grow Your Freelance Business,-,52,0 responses,https://medium.com/swlh/use-your-intuition-to-grow-your-freelance-business-81c76b255efc?source=collection_archive---------57-----------------------
15/07/2020,https://medium.com/@micbusler,3 min read,Does the U.S. Department of Labor Really Look for Discrimination?,There is a difference between actual…,74,1 response,https://medium.com/swlh/does-the-u-s-department-of-labor-really-look-for-discrimination-4d3d9363cfa3?source=collection_archive---------58-----------------------
15/07/2020,https://medium.com/@shuvam.manna,8 min read,Octo’s Guide to the Git-Verse,-,211,1 response,https://medium.com/swlh/octos-guide-to-the-git-verse-b929a6e82c3d?source=collection_archive---------59-----------------------
15/07/2020,https://medium.com/@tonikoraza,4 min read,Buying Facebook Likes Will Damage Your Business,Here’s the real plan to kickstart your new page.,301,1 response,https://medium.com/swlh/buying-facebook-likes-will-damage-your-business-c498f7d677c7?source=collection_archive---------60-----------------------
15/07/2020,https://medium.com/@diamantidis,4 min read,Quick and Simple Load Testing With Apache Bench,-,52,0 responses,https://medium.com/swlh/quick-and-simple-load-testing-with-apache-bench-57c3aca4c3d4?source=collection_archive---------61-----------------------
15/07/2020,https://medium.com/@murielsayaka,5 min read,Gender Imbalance in Data Science,-,52,0 responses,https://medium.com/swlh/gender-imbalance-in-data-science-bb89c9712ddd?source=collection_archive---------62-----------------------
15/07/2020,https://medium.com/@somehappyguy,3 min read,Don’t Get Used By Your Tools,Software is meant to make things easier on you.,60,2 responses,https://medium.com/swlh/dont-get-used-by-your-tools-eadeeef86724?source=collection_archive---------63-----------------------
26/01/2020,https://medium.com/@jessica-warren,11 min read,10 Books to Upgrade Your Life in 2021,-,4.97K,26 responses,https://medium.com/swlh/10-books-to-transform-your-relationship-with-life-and-death-93b998a9dc08?source=collection_archive---------0-----------------------
26/01/2020,https://medium.com/@alexa.pavliuc,11 min read,Watch six decade-long disinformation operations unfold in six minutes,-,3.4K,25 responses,https://medium.com/swlh/watch-six-decade-long-disinformation-operations-unfold-in-six-minutes-5f69a7e75fb3?source=collection_archive---------1-----------------------
26/01/2020,https://medium.com/@sakai.stanley,8 min read,"In an Age of High-Definition Digital Audio, Why Do We Still Use Human Stenographers?",-,2.7K,16 responses,https://medium.com/swlh/in-an-age-of-high-definition-digital-audio-why-do-we-still-use-human-stenographers-60ca91a65f39?source=collection_archive---------2-----------------------
26/01/2020,https://medium.com/@kismetwrites,15 min read,As a Little Girl My Best Friend Was a 35 Year Old Man,My parents didn’t know he even existed.,4.1K,18 responses,https://medium.com/swlh/as-a-little-girl-my-best-friend-was-a-35-year-old-man-b68f3370eed8?source=collection_archive---------3-----------------------
26/01/2020,https://medium.com/@goodmenproject,6 min read,"It’s Not Them, It’s You: 20 Years of Hard Relationship Lessons",James Rigdon looks back on twenty years…,2.2K,7 responses,https://medium.com/swlh/its-not-them-it-s-you-20-years-of-hard-relationship-lessons-276b04cab58?source=collection_archive---------4-----------------------
26/01/2020,https://medium.com/@vickieli,6 min read,Fuzzing Web Applications,Hunting for XSS and SQLi effortlessly and automatically,857,0 responses,https://medium.com/swlh/fuzzing-web-applications-e786ca4c4bb6?source=collection_archive---------5-----------------------
26/01/2020,https://medium.com/@joseph.wildey,8 min read,"Reminder: Carvana Sells Debt, Not Cars",A company with a sordid history and ties to a convicted felon…,592,4 responses,https://medium.com/swlh/reminder-carvana-sells-debt-not-cars-6e07c17a7ffb?source=collection_archive---------6-----------------------
26/01/2020,https://medium.com/@maggiewrites,16 min read,This Is Your Fight,"My goal used to be landing a tenure-track job. Now, it’s unionizing adjuncts.",341,3 responses,https://medium.com/swlh/this-is-your-fight-a15499d27069?source=collection_archive---------7-----------------------
26/01/2020,https://medium.com/@saptarshinath,6 min read,Do’s and Don’ts for Founder-CEOs.,Avoid these pitfalls to be successful as a founder CEO.,792,1 response,https://medium.com/swlh/dos-and-don-ts-for-founder-ceos-bb052f4283d5?source=collection_archive---------8-----------------------
26/01/2020,https://medium.com/@singlefounderco,21 min read,Starting as a Single Founder Might Be Your Best Decision to Building a Successful Startup (Part 2),-,268,2 responses,https://medium.com/swlh/starting-as-a-single-founder-might-be-your-best-decision-to-building-a-successful-startup-part-2-e39ed4ae9e38?source=collection_archive---------9-----------------------
26/01/2020,https://medium.com/@natanbm,9 min read,Social Media is Dead; This is What We Should Have instead.,-,580,9 responses,https://medium.com/swlh/social-media-is-dead-this-is-what-we-should-have-next-7e9910c5c533?source=collection_archive---------10-----------------------
26/01/2020,https://medium.com/@sharikahafeez,3 min read,What If We Were Silicon-Based Life Forms?,Carbon and silicon have remarkably similar properties —…,915,6 responses,https://medium.com/swlh/what-if-we-were-silicon-based-life-forms-cf1e9234476e?source=collection_archive---------11-----------------------
26/01/2020,https://medium.com/@coderscat,9 min read,"How To Learn All Programming Languages, YES! ALL!",-,252,4 responses,https://medium.com/swlh/how-to-learn-all-programming-languages-yes-all-c1d8651a9dab?source=collection_archive---------12-----------------------
26/01/2020,https://medium.com/@danielle_1596,5 min read,The Advantages and Disadvantages of Supervision,-,50,1 response,https://medium.com/swlh/the-advantages-and-disadvantages-of-supervision-6725dcb894e5?source=collection_archive---------13-----------------------
